Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,Volume Deviation,Valve Efficiency
2024-09-22 00:15:00,920.97615,,,,
2024-09-22 00:20:00,920.96205,,,,
2024-09-22 01:05:00,,910.5,,,
2024-09-22 01:40:00,934.1751,910.5,,-23.675100000000043,
2024-09-22 01:45:00,,910.5,43.51945,,
2024-09-22 01:50:00,939.19215,910.5,43.51945,-28.69214999999997,21.58096975467986
2024-09-22 01:55:00,939.3099,910.5,43.51945,-28.80989999999997,21.58367544082578
2024-09-22 02:00:00,943.168425,910.5,43.51945,-32.66842499999996,21.67233750143039
2024-09-22 02:10:00,942.0063,910.5,43.51945,-31.50630000000001,21.645633930200418
2024-09-22 02:15:00,942.3276,910.5,43.51945,-31.82759999999996,21.653016834308144
2024-09-22 02:20:00,948.65115,910.5,43.51945,-38.15115000000003,21.79832079717901
2024-09-22 02:25:00,953.73105,910.5,43.51945,-43.23104999999998,21.915047888921414
2024-09-22 02:40:00,963.92235,910.5,43.51945,-53.42235000000005,22.14922588653444
2024-09-22 03:00:00,962.79405,910.5,43.51945,-52.29404999999997,22.1232995538088
2024-09-22 03:05:00,970.5504,910.5,43.51945,-60.05039999999997,22.301526719311312
2024-09-22 03:10:00,973.1256499999996,910.5,43.51945,-62.62564999999961,22.360701396570626
2024-09-22 03:50:00,973.2873,910.5,43.51945,-62.78729999999996,22.36441582685079
2024-09-22 04:00:00,973.2873,910.5,43.51945,-62.78729999999996,22.36441582685079
2024-09-22 04:30:00,,910.5,43.51945,,
2024-09-22 05:00:00,,910.5,43.51945,,
2024-09-22 05:30:00,973.30275,910.5,37.28858,-62.802749999999946,26.101892026488525
2024-09-22 05:35:00,979.820325,910.5,37.28858,-69.32032500000003,26.276679407829576
2024-09-22 05:50:00,944.660475,910.5,36.7808,-34.16047500000002,25.683514718680744
2024-09-22 05:55:00,945.8039500000006,910.5,36.7808,-35.303950000000555,25.71460362074681
2024-09-22 06:00:00,948.5169,910.5,36.7808,-38.016899999999964,25.78836355153679
2024-09-22 06:05:00,957.1218,910.5,36.7808,-46.62180000000001,26.022314353599064
2024-09-22 06:15:00,956.4183,910.5,36.7808,-45.918300000000045,26.00318753175909
2024-09-22 06:20:00,953.74665,910.5,36.7808,-43.246650000000045,25.930550469116913
2024-09-22 06:35:00,960.437625,910.5,36.7808,-49.937625000000025,26.112465304597695
2024-09-22 06:40:00,960.48585,910.5,36.7808,-49.98585000000003,26.11377645027393
2024-09-22 06:50:00,954.9867499999996,910.5,36.7808,-44.486749999999574,25.964266420451303
2024-09-22 06:55:00,953.8587,910.5,36.7808,-43.3587,25.933596894685024
2024-09-22 07:00:00,950.50395,910.5,36.7808,-40.00395000000003,25.842387647254096
2024-09-22 07:05:00,950.50395,910.5,36.7808,-40.00395000000003,25.842387647254096
2024-09-22 07:30:00,954.54315,910.5,36.7808,-44.04314999999997,25.952205783396284
2024-09-22 07:35:00,957.30255,910.5,36.7808,-46.80255,26.027228601001443
2024-09-22 07:45:00,957.852,910.5,36.7808,-47.351999999999975,26.042167097461963
2024-09-22 07:50:00,961.46475,910.5,36.7808,-50.96474999999998,26.14039087230542
2024-09-22 07:55:00,,910.5,36.7808,,
2024-09-22 08:00:00,961.5105,910.5,36.7808,-51.01049999999998,26.14163472745706
2024-09-22 08:05:00,961.31415,910.5,36.7808,-50.81415000000004,26.13629634583904
2024-09-22 08:10:00,961.9269499999996,910.5,36.7808,-51.42694999999958,26.152957207848317
2024-09-22 08:15:00,963.39945,910.5,36.7808,-52.89945,26.19299167147216
2024-09-22 08:20:00,966.0015,910.5,36.7808,-55.501499999999965,26.263736442998397
2024-09-22 08:25:00,965.994975,910.5,36.7808,-55.494974999999954,26.26355904070628
2024-09-22 08:35:00,959.81985,910.5,36.7808,-49.319849999999974,26.09566918183694
2024-09-22 08:40:00,959.16,910.5,36.7808,-48.65999999999997,26.077729120158036
2024-09-22 08:45:00,957.4366999999996,910.5,36.7808,-46.93669999999963,26.030875883375042
2024-09-22 08:50:00,952.2264,910.5,36.7808,-41.72640000000001,25.88921777415995
2024-09-22 08:55:00,,910.5,36.7808,,
2024-09-22 09:00:00,956.262,910.5,36.7808,-45.761999999999944,25.99893803317545
2024-09-22 09:05:00,956.17185,910.5,36.7808,-45.67184999999995,25.996487026794675
2024-09-22 09:10:00,957.6945,910.5,36.7808,-47.19449999999995,26.03788497316943
2024-09-22 09:25:00,965.725425,910.5,36.7808,-55.22542499999997,26.25623049084563
2024-09-22 09:30:00,969.3453,910.5,36.7808,-58.84529999999995,26.354647980835654
2024-09-22 09:35:00,977.53035,910.5,36.7808,-67.03035,26.577183862998123
2024-09-22 09:50:00,959.09325,910.5,36.02027,-48.59325000000001,26.62647958316815
2024-09-22 09:55:00,957.8637,910.5,36.02027,-47.363699999999994,26.592344645849504
2024-09-22 10:00:00,,910.5,36.02027,,
2024-09-22 10:05:00,981.636,910.5,35.89112,-71.13599999999997,27.35037877046501
2024-09-22 10:10:00,983.8902,910.5,35.89112,-73.39020000000005,27.41318537477087
2024-09-22 10:15:00,952.3968499999996,910.5,35.89112,-41.89684999999963,26.535716484825066
2024-09-22 10:20:00,952.866225,910.5,35.89112,-42.366224999999986,26.548794228546157
2024-09-22 10:25:00,953.0886499999996,910.5,35.89112,-42.588649999999575,26.554991442175254
2024-09-22 10:35:00,953.54775,910.5,35.89112,-43.04774999999995,26.567782903463886
2024-09-22 10:40:00,957.2671000000004,910.5,35.89112,-46.76710000000037,26.67141157160558
2024-09-22 10:45:00,958.7393625,910.5,35.89112,-48.23936249999997,26.71243180418114
2024-09-22 10:50:00,958.143675,910.5,35.89112,-47.64367500000003,26.695834736883455
2024-09-22 10:55:00,958.2102,910.5,35.89112,-47.710199999999986,26.69768825890965
2024-09-22 11:05:00,956.48985,910.5,35.76355,-45.98985000000005,26.744816511555335
2024-09-22 11:35:00,949.3566,910.5,35.76355,-38.85659999999996,26.545360696753896
2024-09-22 11:40:00,949.3566,910.5,35.76355,-38.85659999999996,26.545360696753896
