Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,Volume Deviation,Valve Efficiency
2024-10-24 00:02:00,1194.800625,,36.861895,,32.412883300523944
2024-10-24 00:04:00,1199.5653,,37.90242,,31.648770276734233
2024-10-24 00:06:00,,1200.0,37.90242,,
2024-10-24 00:08:00,1193.5205999999998,1200.0,39.70821,6.479400000000169,30.057267739525965
2024-10-24 00:10:00,1204.11075,1200.0,38.29466,-4.110750000000053,31.443298767165246
2024-10-24 00:12:00,1201.11375,1200.0,37.43541,-1.1137499999999818,32.08495456976307
2024-10-24 00:16:00,1196.1282,1200.0,37.63421,3.8717999999998938,31.78299430677718
2024-10-24 00:18:00,1209.1386,1200.0,38.900965,-9.138599999999997,31.082475439240273
2024-10-24 00:20:00,1166.25975,1200.0,36.53151,33.74025000000006,31.92475292569266
2024-10-24 00:22:00,1227.93885,1200.0,38.05413,-27.938850000000002,32.268206560442565
2024-10-24 00:24:00,1173.02475,1200.0,36.01077,26.97524999999996,32.57426665015309
2024-10-24 00:26:00,1200.3819,1200.0,40.13501,-0.38190000000008695,29.90859105090766
2024-10-24 00:28:00,1204.4209500000002,1200.0,39.71023,-4.420950000000175,30.330235979435027
2024-10-24 00:30:00,1208.4132,1200.0,38.40463,-8.41319999999996,31.465291693920317
2024-10-24 00:32:00,1208.9187,1200.0,36.65652,-8.918699999999944,32.979627367893244
2024-10-24 00:34:00,1205.46405,1200.0,35.59479,-5.464050000000043,33.86629648150853
2024-10-24 00:36:00,1194.9285,1200.0,35.555865,5.0715000000000146,33.607062124051225
2024-10-24 00:40:00,1194.35445,1200.0,37.05867,5.645549999999957,32.228736965266975
2024-10-24 00:42:00,1193.1855,1200.0,38.36658,6.814499999999953,31.09959733194949
2024-10-24 00:44:00,1189.7502,1200.0,40.034,10.24980000000005,29.718486856550214
2024-10-24 00:46:00,1224.6372,1200.0,35.86964,-24.637199999999893,34.1413200296072
2024-10-24 00:48:00,1202.8062,1200.0,38.237015,-2.80619999999999,31.456584292318766
2024-10-24 00:50:00,1183.7403,1200.0,36.72916,16.259700000000066,32.228887829482666
2024-10-24 00:52:00,1186.8724499999998,1200.0,39.10376,13.127550000000156,30.3518676076501
